,year_month,passengers,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
207,2017-04-01,6870792,7375156.0,8002961.0,7184376.0,6838607.0,7286996.666666667,7294666.5,7185294.333333333,502367.0003210129,5007336.120772947,2239015.675764334,2647.0,9239910.0
208,2017-05-01,7038516,6870792.0,6482873.0,7169423.0,6930320.0,6909607.0,7242402.5,7187976.416666667,531597.490257744,5016295.043269231,2237334.8962901365,2647.0,9239910.0
209,2017-06-01,6800795,7038516.0,7375156.0,7553210.0,6754191.0,7094821.333333333,7220584.666666667,7196992.75,537841.4354799179,5025970.741626794,2236329.163900066,2647.0,9239910.0
210,2017-07-01,7762111,6800795.0,6870792.0,8002961.0,7732460.0,6903367.666666667,7095182.166666667,7200876.416666667,532465.2248594246,5034422.285714285,2234331.9137195414,2647.0,9239910.0
211,2017-08-01,7340451,7762111.0,7038516.0,6482873.0,7151903.0,7200474.0,7055040.5,7203347.333333333,453576.81080268056,5047349.720379147,2236901.5515126297,2647.0,9239910.0
212,2017-09-01,7380174,7340451.0,6800795.0,7375156.0,7048052.0,7301119.0,7197970.166666667,7219059.666666667,363364.7710670349,5058166.235849056,2237144.958043995,2647.0,9239910.0
213,2017-10-01,7673001,7380174.0,7762111.0,6870792.0,7184376.0,7494245.333333333,7198806.5,7246736.5,363859.5896467923,5069067.680751174,2237526.1278897445,2647.0,9239910.0
214,2017-11-01,7455449,7673001.0,7340451.0,7038516.0,7169423.0,7464542.0,7332508.0,7287455.25,366600.42823111033,5081235.593457944,2239353.2107916977,2647.0,9239910.0
215,2017-12-01,8049787,7455449.0,7380174.0,6800795.0,7553210.0,7502874.666666667,7401996.833333333,7311290.75,338139.1357311379,5092278.446511628,2239974.9332934227,2647.0,9239910.0
216,2018-01-01,8379508,8049787.0,7673001.0,7762111.0,8002961.0,7726079.0,7610162.166666667,7352672.166666667,271986.02728118736,5105970.615740741,2243801.519139442,2647.0,9239910.0
217,2018-02-01,6655715,8379508.0,7455449.0,7340451.0,6482873.0,7961581.333333333,7713061.666666667,7384051.083333333,418367.4738541509,5121056.041474654,2249604.2806529477,2647.0,9239910.0
218,2018-03-01,7420423,6655715.0,8049787.0,7380174.0,7375156.0,7695003.333333333,7598939.0,7398454.583333333,596012.7653348006,5128095.76146789,2246820.3535747095,2647.0,9239910.0
219,2018-04-01,7293623,7420423.0,8379508.0,7673001.0,6870792.0,7485215.333333333,7605647.166666667,7402226.833333333,593278.3364056054,5138563.00913242,2247006.713304092,2647.0,9239910.0
220,2018-05-01,7331167,7293623.0,6655715.0,7455449.0,7038516.0,7123253.666666667,7542417.5,7437462.75,604769.4634287808,5148358.736363636,2246573.9640825945,2647.0,9239910.0
221,2018-06-01,7159928,7331167.0,7420423.0,8049787.0,6800795.0,7348404.333333333,7521703.833333333,7461850.333333333,610445.6466086083,5158235.69683258,2246266.4018416773,2647.0,9239910.0
222,2018-07-01,567,7159928.0,7293623.0,8379508.0,7762111.0,7261572.666666667,7373394.0,7491778.083333333,562717.4282007208,5167252.328828828,2245201.5480814264,2647.0,9239910.0
223,2018-08-01,7885044,567.0,7331167.0,6655715.0,7340451.0,4830554.0,5976903.833333333,6844982.75,2940355.706283065,5144083.33632287,2266700.243375352,567.0,9239910.0
224,2018-09-01,7593784,7885044.0,7159928.0,7420423.0,7380174.0,5015179.666666667,6181792.0,6890365.5,3038315.2478955206,5156319.767857143,2269015.1004354325,567.0,9239910.0
225,2018-10-01,7951365,7593784.0,567.0,7293623.0,7673001.0,5159798.333333333,6210685.5,6908166.333333333,3053237.736430676,5167152.942222223,2269768.9178979252,567.0,9239910.0
226,2018-11-01,7839318,7951365.0,7885044.0,7331167.0,7455449.0,7810064.333333333,6320309.166666667,6931363.333333333,3111154.4731457788,5179472.46460177,2272279.4696337236,567.0,9239910.0
227,2018-12-01,8277206,7839318.0,7593784.0,7159928.0,8049787.0,7794822.333333333,6405001.0,6963352.416666667,3150838.8983128956,5191189.845814978,2274109.530264721,567.0,9239910.0
228,2019-01-01,8318188,8277206.0,7951365.0,567.0,8379508.0,8022629.666666667,6591214.0,6982304.0,3236235.897276035,5204725.004385965,2278280.406060134,567.0,9239910.0
229,2019-02-01,7335777,8318188.0,7839318.0,7885044.0,6655715.0,8144904.0,7977484.166666667,6977194.0,276208.3931443834,5218320.912663755,2282570.1182793216,567.0,9239910.0
230,2019-03-01,7690335,7335777.0,8277206.0,7593784.0,7420423.0,7977057.0,7885939.666666667,7033865.833333333,383253.41816440655,5227527.243478261,2281856.4158727294,567.0,9239910.0
231,2019-04-01,7310826,7690335.0,8318188.0,7951365.0,7293623.0,7781433.333333333,7902031.5,7056358.5,370342.67432465154,5238188.748917749,2282649.2024346027,567.0,9239910.0
232,2019-05-01,7051031,7310826.0,7335777.0,7839318.0,7331167.0,7445646.0,7795275.0,7057792.083333333,439198.5722618346,5247122.530172414,2281764.152309912,567.0,9239910.0
233,2019-06-01,6799219,7051031.0,7690335.0,8277206.0,7159928.0,7350730.666666667,7663893.833333333,7034447.416666667,531576.938804346,5254864.626609442,2279906.1593449865,567.0,9239910.0
234,2019-07-01,7884841,6799219.0,7310826.0,8318188.0,567.0,7053692.0,7417562.666666667,7004388.333333333,532974.0520763631,5261464.431623932,2277247.3822673447,567.0,9239910.0
