,year_month,cargo,lag_1,lag_3,lag_6,lag_12,roll_mean_3,roll_mean_6,roll_mean_12,roll_std_6,exp_mean,exp_std,exp_min,exp_max
202,2016-11-01,30476947.0,28036433.0,27708167.0,24819923.0,29560966.0,27780545.0,26612242.166666668,24180808.0,1355816.611646208,25061231.66831683,6140235.859394532,9659.0,38659072.0
203,2016-12-01,31503349.0,30476947.0,27597035.0,25360273.0,28911934.0,28703471.666666668,27555079.5,24257139.75,1765280.4566360062,25087910.068965517,6136801.529346185,9659.0,38659072.0
204,2017-01-01,22244516.0,31503349.0,28036433.0,26151622.0,21072642.0,30005576.333333332,28578925.5,24473091.0,2003155.9167871356,25119358.29901961,6138124.170148504,9659.0,38659072.0
205,2017-02-01,24682190.0,22244516.0,30476947.0,27708167.0,9659.0,28074937.333333332,27927741.166666668,24570747.166666668,3217199.5073822285,25105334.678048782,6126352.500997756,9659.0,38659072.0
206,2017-03-01,27944098.0,24682190.0,31503349.0,27597035.0,25166967.0,26143351.666666668,27423411.666666668,26626791.416666668,3484570.6606371193,25103280.577669904,6111463.022079057,9659.0,38659072.0
207,2017-04-01,23859945.0,27944098.0,22244516.0,28036433.0,25774075.0,24956934.666666668,27481255.5,26858219.0,3490904.1002691323,25117004.333333332,6099807.896203949,9659.0,38659072.0
208,2017-05-01,29200908.0,23859945.0,24682190.0,30476947.0,24819923.0,25495411.0,26785174.166666668,26698708.166666668,3763789.301530917,25110960.778846152,6085680.4340140615,9659.0,38659072.0
209,2017-06-01,27386627.0,29200908.0,27944098.0,31503349.0,25360273.0,27001650.333333332,26572501.0,27063790.25,3543042.57883662,25130529.90430622,6077621.880001364,9659.0,38659072.0
210,2017-07-01,27817579.0,27386627.0,23859945.0,22244516.0,26151622.0,26815826.666666668,25886380.666666668,27232653.083333332,2694094.506550874,25141273.223809525,6065063.173390191,9659.0,38659072.0
211,2017-08-01,29604405.0,27817579.0,29200908.0,24682190.0,27708167.0,28135038.0,26815224.5,27371482.833333332,2077525.9133480669,25153957.13744076,6053409.841015643,9659.0,38659072.0
212,2017-09-01,27924735.0,29604405.0,27386627.0,27944098.0,27597035.0,28269537.0,27635593.666666668,27529502.666666668,2038245.7098617393,25174949.816037737,6046778.511336846,9659.0,38659072.0
213,2017-10-01,29956164.0,27924735.0,27817579.0,23859945.0,28036433.0,28448906.333333332,27632366.5,27556811.0,2037674.8105709653,25187859.605633803,6035441.99131015,9659.0,38659072.0
214,2017-11-01,32517448.0,29956164.0,29604405.0,29200908.0,30476947.0,29161768.0,28648403.0,27716788.583333332,1071025.9566907752,25210141.40186916,6030073.772651142,9659.0,38659072.0
215,2017-12-01,34896076.0,32517448.0,27924735.0,27386627.0,31503349.0,30132782.333333332,29201159.666666668,27886830.333333332,1926992.000048777,25244128.874418605,6036574.498908504,9659.0,38659072.0
216,2018-01-01,25959072.0,34896076.0,29956164.0,27817579.0,22244516.0,32456562.666666668,30452734.5,28169557.583333332,2767937.741565923,25288813.814814813,6058220.771250248,9659.0,38659072.0
217,2018-02-01,26072804.0,25959072.0,32517448.0,29604405.0,24682190.0,31124198.666666668,30142983.333333332,28479103.916666668,3193138.899238282,25291902.562211983,6044352.1013101535,9659.0,38659072.0
218,2018-03-01,33934029.0,26072804.0,34896076.0,27924735.0,27944098.0,28975984.0,29554383.166666668,28594988.416666668,3610492.276582272,25295484.678899083,6030640.867386368,9659.0,38659072.0
219,2018-04-01,32145465.0,33934029.0,25959072.0,29956164.0,23859945.0,28655301.666666668,30555932.166666668,29094149.333333332,3890635.2817556304,25334930.08675799,6045043.556567999,9659.0,38659072.0
220,2018-05-01,33641546.0,32145465.0,26072804.0,32517448.0,29200908.0,30717432.666666668,30920815.666666668,29784609.333333332,3925640.51948909,25365887.063636363,6048679.542381886,9659.0,38659072.0
221,2018-06-01,34682369.0,33641546.0,33934029.0,34896076.0,27386627.0,33240346.666666668,31108165.333333332,30154662.5,4042172.8511914667,25403333.484162897,6060537.569253892,9659.0,38659072.0
222,2018-07-01,378.0,34682369.0,32145465.0,25959072.0,27817579.0,33489793.333333332,31072547.5,30762641.0,4002870.461216674,25445130.941441443,6078795.61267439,9659.0,38659072.0
223,2018-08-01,35255378.0,378.0,33641546.0,26072804.0,29604405.0,22774764.333333332,26746098.5,28444540.916666668,13469506.150534483,25331028.9103139,6299889.26418723,378.0,38659072.0
224,2018-09-01,33370342.0,35255378.0,34682369.0,33934029.0,27924735.0,23312708.333333332,28276527.5,28915455.333333332,13892726.25712876,25375334.04017857,6320627.224433413,378.0,38659072.0
225,2018-10-01,34778815.0,33370342.0,378.0,32145465.0,29956164.0,22875366.0,28182579.666666668,29369255.916666668,13848652.49793751,25410867.408888888,6328986.363951005,378.0,38659072.0
226,2018-11-01,36968438.0,34778815.0,35255378.0,33641546.0,32517448.0,34468178.333333336,28621471.333333332,29771143.5,14039771.971654696,25452318.50442478,6345577.445355728,378.0,38659072.0
227,2018-12-01,37157293.0,36968438.0,33370342.0,34682369.0,34896076.0,35039198.333333336,29175953.333333332,30142059.333333332,14340167.26698748,25503050.308370043,6377492.997049734,378.0,38659072.0
228,2019-01-01,27770889.0,37157293.0,34778815.0,378.0,25959072.0,36301515.333333336,29588440.666666668,30330494.083333332,14564081.027002888,25554165.407894738,6410066.384963102,378.0,38659072.0
229,2019-02-01,30660506.0,27770889.0,36968438.0,35255378.0,26072804.0,33965540.0,34216859.166666664,30481478.833333332,3460600.3997306786,25563845.423580784,6397671.004447412,378.0,38659072.0
230,2019-03-01,31159200.0,30660506.0,37157293.0,33370342.0,33934029.0,31862896.0,33451047.166666668,30863787.333333332,3685894.572444769,25586004.817391306,6392526.786579398,378.0,38659072.0
231,2019-04-01,30894841.0,31159200.0,27770889.0,34778815.0,32145465.0,29863531.666666668,33082523.5,30632551.583333332,3804215.712862768,25610131.203463204,6389146.146160271,378.0,38659072.0
232,2019-05-01,31897300.0,30894841.0,30660506.0,36968438.0,33641546.0,30904849.0,32435194.5,30528332.916666668,3788261.522449269,25632910.125,6384735.9667540435,378.0,38659072.0
233,2019-06-01,28207922.0,31897300.0,31159200.0,37157293.0,34682369.0,31317113.666666668,31590004.833333332,30382979.083333332,3072705.232831358,25659795.918454934,6384165.245559774,378.0,38659072.0
234,2019-07-01,30481197.0,28207922.0,30894841.0,27770889.0,378.0,30333354.333333332,30098443.0,29843441.833333332,1691321.009402295,25670685.346153848,6372628.056138544,378.0,38659072.0
235,2019-08-01,31163514.0,30481197.0,31897300.0,30660506.0,35255378.0,30195473.0,30550161.0,32383510.083333332,1249602.4869280432,25691155.60851064,6366734.807527408,378.0,38659072.0
236,2019-09-01,29493490.0,31163514.0,28207922.0,31159200.0,33370342.0,29950877.666666668,30633995.666666668,32042521.416666668,1275099.0747590591,25714343.56779661,6363152.853981586,378.0,38659072.0
